,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis
ELET3,242.0,1.605522107720537,14.712204370299759,-32.959640488,-7.714091062525,-0.677674578625,8.523326755174999,60.5,0.9556295141568014,2.010313948146001
ELET6,242.0,1.6279134057209919,13.118457980721338,-40.247678019,-6.4180666942,0.842407689835,9.56432469735,44.479943202,0.504983516959425,1.3277550539173513
EMBR3,242.0,1.1041904665854254,10.707579694760227,-43.769286901,-4.3953466270499995,0.11703479894899999,6.5211419237,34.736059462,0.013399103645179577,2.071170449062288
EGIE3,242.0,2.4316571051944256,9.711501618646958,-29.65627498,-3.3094548711,1.4130735212499999,5.71432436315,56.179775281,1.4634818658249409,6.1676221308
GGBR4,242.0,1.9745611862168595,13.208511109632958,-33.99339934,-5.87465562815,0.8571581914349999,9.170336869175,84.702549575,1.0802868643295798,5.8776217303003
GOAU4,242.0,1.8397032985710289,14.220339060650165,-45.054945055,-5.976318104175,0.61999506752,8.94844566545,100.82644628,1.2936926776191355,9.57598953777645
ITSA4,242.0,1.963029408458624,8.536384977586088,-24.369747899,-3.3707015134500002,1.4153215878499998,7.313158803575,31.468535957,0.1402035217691567,0.4362260771244997
ITUB4,242.0,1.7770832734433306,8.929085390972832,-26.931761164,-3.925487768175,1.66313600665,7.223665698325,36.094673205,0.15950724871831695,0.9719856117959687
LIGT3,242.0,0.6277910446455744,12.808187517545637,-29.735319709,-7.384315607075,-0.200552090065,6.9094581185249995,52.559725747,0.804884277277676,2.258341032023356
PETR3,242.0,1.5967410851369834,11.56654205354546,-32.235907153,-6.058631097875001,0.913013101215,8.411205572775,48.747390397,0.5046974779994076,1.3370905317224402
PETR4,242.0,1.5823645499755787,11.67362707759301,-33.58974359,-5.79174944945,1.043553191,8.11775846705,62.451361868,0.6510103133157257,2.8289156424961197
SBSP3,242.0,1.7105462961692988,10.190343649887097,-34.925376321,-4.2180468078999995,1.2316648425999999,8.1546566723,37.682539682,-0.11609254677909493,1.0443494985771746
CSNA3,242.0,2.4912359939926447,15.551667421874022,-50.228310502,-8.24131367965,1.29356670005,12.34884904,83.776223776,0.6767853187468594,2.9125023649427373
VIVT3,242.0,1.5023407390761325,7.8744418233508675,-28.623187354,-2.78749190015,1.5512641711,5.726670174475,41.262011265,0.7023867835537382,3.9394032385514226
TIMS3,242.0,1.4759409762400908,12.37252826080631,-28.84057971,-5.622866171925001,0.6012494080099999,7.531195314825,65.505989427,0.9457674080146763,3.266796880829597
USIM5,242.0,2.173890822664339,17.207867876522155,-45.161290323,-9.0685007953,1.38026549045,11.937720329,104.542268,1.327309360841778,6.957471812627233
VALE3,242.0,1.919373715732124,10.3258270409375,-27.780599289,-4.79630005405,0.86952504198,7.992374005349999,31.395348837,0.31287562218146586,0.46405175510856234
IBOV,242.0,0.9907481671769421,6.943009901694681,-24.797642357,-3.5311798321000003,0.75812699979,6.05961337175,17.91927627,-0.16004767962768843,0.257593425161593
