Date,Equal Weights,HRP,MV
2000-01-01,-5.999267964179199,-4.994622767158582,-8.396179496335018
2000-02-01,15.01903125314,13.874688718063815,14.817926315314825
2000-03-01,-6.380284165876001,-7.403602285736018,-5.4294516152677
2000-04-01,-6.549963136450799,-9.712360093388476,-19.441430089217405
2000-05-01,3.88162901479288,2.924667350529602,4.257074911970941
2000-06-01,-1.328722073168,-0.021804144808850068,5.636474411421928
2000-07-01,3.3704843682679995,3.413805577607854,2.364910987785389
2000-08-01,8.6690542537252,9.01783151356496,7.609519404566225
2000-09-01,12.894338186644,12.73942264154068,22.22477752793735
2000-10-01,-5.131233633819999,-3.802854532194451,-0.28949056586095345
2000-11-01,7.661168609911999,7.8726332512355235,8.532536152036041
2000-12-01,4.6632369432028,4.797478236560964,9.276239123296346
2001-01-01,17.386512588283995,18.19571180736568,13.530908787026384
2001-02-01,3.5934553571024,1.0997404954577483,-1.4201559014171714
2001-03-01,-1.3664808066972,-0.9548995341854819,-0.7970932684607059
2001-04-01,5.8720299182724,5.258476100784754,3.278004645706453
2001-05-01,-8.5602375282916,-7.007857940015175,-5.113126235905584
2001-06-01,1.46998070772,0.6382814358569394,2.555713011726782
2001-07-01,0.8290456713727999,0.685947604409215,2.9435182142935554
2001-08-01,0.80409325827932,0.8521186483917618,-6.739680130504241
2001-09-01,0.7862464102736,0.6263398677642043,3.603024856525268
2001-10-01,5.762500788226,5.835185956564447,4.5815756571080355
2001-11-01,5.9071315175228,5.748206992538169,2.8162582468108965
2001-12-01,6.628905827757199,7.043490615286961,11.962286861791537
2002-01-01,1.215360075766,1.496390153128047,4.389265709683848
2002-02-01,-2.31483479992,-1.5969361717604191,4.16259956174166
2002-03-01,4.512934427935388,4.723012309749902,2.9522989577460894
2002-04-01,6.4971956939996,7.102823135822733,11.472086643464005
2002-05-01,7.572896315404,7.204262096046477,13.150754851656366
2002-06-01,5.953736554567359,5.130772384722549,0.34247188111602256
2002-07-01,-1.07591222933032,-0.5477961151322306,6.335114702973181
2002-08-01,1.1965831794437198,1.5579035500724197,2.548224020118447
2002-09-01,5.470398800662,5.290852863566682,13.983253784008498
2002-10-01,6.233129090858401,6.889709238246775,1.3128282679592918
2002-11-01,-4.0249943818472005,-4.0298760936624785,-0.6444355763190481
2002-12-01,-1.2982637464095999,-0.9315001523350874,-6.191576651381238
2003-01-01,-8.42878410078,-9.125466537543453,-9.275697443057867
2003-02-01,9.650306172248401,8.655460372467498,4.773892102521482
2003-03-01,-3.9207748291499995,-5.324557950203311,-1.5836119530147865
2003-04-01,10.8094287965748,10.8917474560376,6.749242201205199
2003-05-01,6.776147653106399,5.463975890415301,-6.355655103172289
2003-06-01,-8.400169127187201,-9.00542390574913,-5.375611834845881
2003-07-01,-4.82668658832136,-5.820408526425121,-10.376204412276252
2003-08-01,-5.29525724285376,-4.553560412262158,-4.47405292571686
2003-09-01,-6.5949020710761985,-4.74558149557353,-2.08832411389805
2003-10-01,-19.326888864128,-17.765294801697557,-16.24252018314038
2003-11-01,-0.08698876131239981,1.0702232956557653,3.00995564422486
2003-12-01,0.4647215416500003,-0.24053585077415218,-2.563768939520763
2004-01-01,2.2097567715751993,1.048164871858913,0.6698269579090539
2004-02-01,-3.139370733592,-2.2678899964691164,6.069305924695123
2004-03-01,6.8003336127,7.141260505570864,9.141634607949998
2004-04-01,13.355415532364002,12.035074633615366,7.575375028617071
2004-05-01,10.3990344804236,7.5904002962133,-1.2234309324421773
2004-06-01,-2.4446851994184002,-2.335230673950788,-5.813899297260342
2004-07-01,3.2855126208743997,2.105622621629609,-4.315809665250917
2004-08-01,3.6258564019520003,4.382589932922207,2.6619512335271303
2004-09-01,7.472758006409599,7.055438137383783,-5.520302069312063
2004-10-01,-0.9696313053241602,-1.038435921833442,-4.8787128771671116
2004-11-01,6.71289818328304,6.347686002716625,1.9843879000198719
2004-12-01,5.906200411930399,5.861862512391816,2.5214322082667877
2005-01-01,-2.8826252044240004,-2.563614160599937,-1.5810979802564304
2005-02-01,-0.2283439741591999,-1.4442361889030932,-2.884080255089975
2005-03-01,4.7922386904144005,1.6240281820250866,-1.5443642532696664
2005-04-01,-2.5603986084328,-0.35052156651038885,3.6006507466123923
2005-05-01,-6.137682570426801,-5.186152968663142,0.9651846739414705
2005-06-01,-0.3593141397171999,2.0387318497990288,3.778156925257065
2005-07-01,8.4361332737364,7.134137894005169,5.227244210159297
2005-08-01,-2.8069216225268003,-0.019921932449752155,2.134897243988619
2005-09-01,5.4440905786916,5.681775073592837,4.518600950375333
2005-10-01,1.9194313721103997,3.9483906966639166,5.6025274049117595
2005-11-01,-2.63647684147624,-1.228070881584174,1.312329792081722
2005-12-01,4.8274953624668,4.232617025108365,-0.7189054875985548
2006-01-01,-1.1676672614736,-1.9241315577546971,1.6026099159956315
2006-02-01,2.22005044293128,2.1772488672901176,1.2237329904550718
2006-03-01,3.342167869274,4.157179846864258,12.514672967687295
2006-04-01,-3.52780250966004,-1.3423507232720104,-1.2147822595701205
2006-05-01,-1.2801470544084,0.15535801787193548,-0.8899268765668902
2006-06-01,-1.3564070887324002,-0.4632089706758775,0.8095753124417866
2006-07-01,-7.499352622104401,-6.582062548068873,-1.4710420216292106
2006-08-01,-2.5251164209228003,-1.4248877121629864,-2.605775644741268
2006-09-01,-3.957340397176,-3.1375305652559593,-0.30483453455938303
2006-10-01,8.007209097086399,6.850731241265473,-0.08090396856785631
2006-11-01,-1.8046190547400003,-0.14793011280457463,5.795220759905369
2006-12-01,4.217865323216,5.547747691039465,2.9221765215469127
