"Data","Equal Weights","HRP","MV"
2010-01-01,-2.54747971470385,-2.55124880680117,-1.39853730706976
2010-02-01,0.0334749236353847,0.0211884135898134,-0.599230372569916
2010-03-01,4.54653884989846,2.39243160438971,-0.531021243118561
2010-04-01,-2.56505204705462,-1.48505992766069,1.6023590898385
2010-05-01,-5.65613563107962,-4.08365914266759,-3.093819736676
2010-06-01,0.394150605310385,0.838638662231193,1.46045858046779
2010-07-01,8.20595941332731,7.94779749682072,6.6491115472768
2010-08-01,-2.40560756068346,-0.893495109100176,0.939811228306101
2010-09-01,5.68719116728038,6.22440158326411,5.64530767234132
2010-10-01,2.25046538814462,3.50401777053887,5.9810006756616
2010-11-01,-2.75594261982331,-1.73618567849159,0.847304129149479
2010-12-01,5.008866587295,5.42054269098237,5.11786719594326
2011-01-01,-1.154837968855,-2.00365237081663,-3.08977711055978
2011-02-01,2.11309666960238,1.92809478787007,0.477080428708086
2011-03-01,3.46550341185962,3.58360306613248,2.74945800965641
2011-04-01,-3.29596395160388,-2.09854350432111,2.0656613612075
2011-05-01,-0.933951154246538,-0.619549447823356,0.333990638452953
2011-06-01,-1.36677667225038,-0.476560739254322,1.23314364144866
2011-07-01,-7.64321096052346,-6.27097625625072,-3.30846330394307
2011-08-01,-2.40036919177538,-1.6751439424611,2.41979325649958
2011-09-01,-3.91604734075769,-2.50393809450276,-1.83979868444105
2011-10-01,8.05290883561385,6.93310528262412,4.59244498500783
2011-11-01,-1.86099210299231,-0.806162764313816,2.27989850987555
2011-12-01,4.5570070994,5.17738988341409,5.47613230884963
2012-01-01,7.58487132859385,5.30732743732968,1.79362662666517
2012-02-01,4.07201417222038,4.83999768395524,5.86267636579121
2012-03-01,0.724459247084615,2.37200185887,6.53392147623419
2012-04-01,-0.574032838821923,0.722554719338001,4.5177535950995
2012-05-01,-10.2937231619346,-9.53919852119636,-7.65113562917893
2012-06-01,2.50443576822385,2.83310871316097,5.97866626355908
2012-07-01,1.96467196913269,1.21014877171519,-0.980792363982179
2012-08-01,-1.34561488119154,-2.9385082401816,-6.62926613812406
2012-09-01,1.64207805966462,0.515783609092889,-1.54241160394433
2012-10-01,-2.79567297336769,-2.03379617260486,2.17267418250093
2012-11-01,0.0324652896969231,-0.108236498869925,3.5322691623482
2012-12-01,4.45638869560538,4.78634927479901,6.26963381994953
2013-01-01,1.36054014931538,1.98631714703787,2.68775872924118
2013-02-01,-2.44130170150462,-2.02070220957183,-1.67739996434282
2013-03-01,2.07558761282731,2.16425686198112,0.714326318065721
2013-04-01,-0.206916129954231,-0.0785465028307686,2.63088817820463
2013-05-01,-1.14086664811077,0.0799639694451852,-0.63171216812463
2013-06-01,-9.30699133637154,-8.7929014349612,-6.65963702234067
2013-07-01,3.70543729168923,2.74063881776439,2.27453546345712
2013-08-01,3.82557252017769,1.22897379098676,-3.38035995684875
2013-09-01,6.9591061463365,6.38194762047525,4.70609408789796
2013-10-01,8.06082433026961,6.03233470188852,3.62985468209524
2013-11-01,-1.49075915028923,-1.24089447868089,-0.484761636556765
2013-12-01,-0.111036104806539,-1.08167179615316,-1.94608971887878
2014-01-01,-8.88185203398577,-7.56915874076392,-4.47468552920059
2014-02-01,-4.01796376268115,-3.07017241488756,-1.49534856644175
2014-03-01,8.40543095238846,9.072825951345,6.76078859079892
2014-04-01,1.3933349675,1.90545149166027,-1.20326774359777
2014-05-01,-1.44126578267269,-1.27616238981254,-1.03152138446521
2014-06-01,2.68129058177423,2.84724032453271,2.67638705757447
2014-07-01,4.57359983507192,3.50132789484724,3.82591660018554
2014-08-01,9.18236567820154,9.13645779183698,7.15286930549521
2014-09-01,-11.2634998639731,-8.32419466270606,-4.44266541282349
2014-10-01,-1.41866476283115,-0.586076741157521,-0.727185500941022
2014-11-01,-2.25432174529692,-0.538559968073532,1.30597520387989
2014-12-01,-8.22208750132308,-6.43463804876481,-4.73700764920315
2015-01-01,-10.0972936836081,-8.54067897124202,-3.93318105454712
2015-02-01,11.5746638894296,10.2604923132323,8.57304322784478
2015-03-01,-0.216824799425385,-0.800816546088443,-2.10653117144042
2015-04-01,13.2635811699969,9.3512913347313,5.68067260566138
2015-05-01,-6.87998620743577,-5.10221941220727,-4.31065291892238
2015-06-01,-3.40381595095115,-1.94688198196404,-1.48573709146245
2015-07-01,-7.35997581564077,-3.12416465077323,0.552888220239246
2015-08-01,-10.2192768622373,-8.03930728322871,-7.27112686024297
2015-09-01,-1.44731783218023,-0.629449466571696,-0.851591831017806
2015-10-01,4.56466590707535,4.61204069130158,5.22426300297419
2015-11-01,-0.315992161987308,-0.01693882009622,-2.07211557679419
2015-12-01,-7.45767189210631,-4.29699300451306,0.19679765857022
2016-01-01,-10.0412950518962,-6.86011863373545,-3.73785944561686
2016-02-01,7.87040747241269,6.29352566216195,4.88393113143365
2016-03-01,28.4074876671538,17.9696376489781,5.69818546973874
2016-04-01,13.1227131933573,5.84711157453865,1.18141775493091
2016-05-01,-14.4638806101115,-9.21987322459069,-6.17305020223803
2016-06-01,12.5913878132027,9.85754138030197,6.11938282973511
2016-07-01,19.2707402301015,11.6424265730912,4.58939045003659
2016-08-01,4.75783775381577,3.3700337868836,-0.400267827466303
2016-09-01,-1.06342388658846,-0.951243703233535,-1.33652634236135
2016-10-01,16.5578352466192,11.3945328903878,5.8424653194095
2016-11-01,-2.34042879169231,-5.49965715783236,-6.26014291267206
2016-12-01,-3.36558241801615,-1.82006361872325,-2.12390948199803
2017-01-01,9.00029671657308,7.91871513181201,5.61572002088778
