"Data","ALPA4","ABEV3","BBDC3","BBDC4","BBAS3","BRKM5","CMIG4","CPLE6","ELET3","ELET6","EMBR3","EGIE3","GGBR4","GOAU4","ITSA4","ITUB4","LIGT3","PETR3","PETR4","SBSP3","CSNA3","VIVT3","TIMS3","USIM5","VALE3","IBOV"
2002-01-01,1.851848658,-5.4613773023,-4.1783500542,-3.4999327225,-15.014168591,20.172597565,5.9999977422,1.1904852978,12.984840288,13.711883152,-3.677058591,-4.3294820859,14.48092718,18.894903819,-0.88313512424,-3.6525422176,0.44894445746,-5.5248646089,-5.9628601383,3.0303091879,2.1917873371,1.5536736853,-10.051712956,10.138246147,0.38461685181,-6.3047801429
2002-02-01,7.2727285042,2.4999975785,13.468177081,14.649310607,18.43714166,-4.2246407304,4.6312239401,5.882342629,16.118333847,11.450610757,3.1535278707,1.3513513515,12.494629599,14.473684597,14.218019225,18.067243864,-0.36567540728,17.362372623,16.63201716,10.234239016,17.882031747,8.9743598928,10.112357787,11.715483174,19.386970851,10.313654586
2002-03-01,-5.042376124,-2.4390220854,-0.42382876545,2.2685199887,11.538459816,-0.76045778178,-5.4644815975,-4.3888888659,-4.4793662755,-4.2276026173,4.5506588909,17.066666667,7.2519102423,0.68965830269,-1.1272448686,-6.0908633275,-11.108395523,9.2553444623,6.9518744578,-2.6615965704,-4.7077519505,8.0000026297,-11.224488018,-3.1154930834,1.893453644,-5.5512007411
2002-04-01,2.1725034498,1.9999965727,4.6941480226,-0.97605933961,16.293103275,0.38313681871,7.8034709153,-1.2202112052,-7.4935418675,-4.3795602178,8.6486486951,5.926248317,12.099643161,11.643837072,0.38663505384,1.132688295,-9.1659779374,-5.1386586466,-4.9004360711,13.515620316,13.123307569,-6.6811944871,1.6295437496,6.524630575,1.4173252377,-1.2750867662
2002-05-01,-8.2235317702,-0.98038685755,-9.1868779909,-5.2842483348,-2.8910282844,-15.769498663,-3.5769428832,-12.630403647,-9.7765356442,-9.8931256846,10.033167463,-11.607142857,-1.5873047785,3.0215350283,-9.9137942109,-7.3639257614,-2.9537598433,0.36113341175,-0.72832797623,-22.229871075,6.2816618882,3.1128425257,1.132075339,-4.3749988079,17.996888297,-1.7118838365
2002-06-01,1.9900942691,-6.9306994967,-14.790029986,-15.825296276,-31.98473086,-9.7222278753,-5.4373495133,-20.618559473,-9.1021646475,-9.1833326906,5.0969854014,-1.0101010101,-5.4838677503,-9.3750033954,-8.8991151593,-7.7809835485,-11.61343203,-9.1843738079,-9.9413094977,-8.1561067414,-6.8530067604,-5.6603748388,-1.4925313487,-10.457518702,2.25029495,-13.389316538
2002-07-01,-2.9220438244,0.53191598981,-14.089914376,-21.431487688,-3.254768455,-7.6923006385,-17.187504911,-9.0909098239,-26.771114789,-22.761190814,-1.154400082,10.969387755,1.7482529045,7.7328301093,-17.894738823,-23.389615307,-8.532502245,-15.094339622,-16.680242121,-20.346622914,-5.5345609486,-2.0000040234,-0.75758150351,-24.671534025,6.8211110167,-12.361971451
2002-08-01,14.990001693,3.1746017979,8.7607159781,18.093341678,31.329674888,-12.500004139,5.2830169847,2.7619036553,3.7209237853,5.314009575,-13.722628763,-8.9655172414,12.88659807,8.6666640176,16.107496227,21.129422331,-5.9580852628,7.3333316379,7.5531658864,7.0431363391,-4.7058830748,-3.265300661,-19.465646549,11.434111822,-9.638554217,6.3511575498
2002-09-01,-12.166274872,-1.5384570711,-19.393912035,-21.471375053,-26.538101956,-25.399999205,-25.591396529,-33.734938511,-32.959640488,-30.7339437,0.13406959806,-1.515151515,-22.070019579,-13.803685889,-19.915205969,-19.400952939,-23.557050094,-16.770183441,-16.136360168,-8.3891470315,-24.44444424,-12.025315311,-7.1090036934,-22.434781945,15.586669921,-16.952417646
2002-10-01,18.811874396,23.252570962,17.815273555,20.807856781,21.374992942,-5.5278938779,18.978811065,18.321681164,35.183947113,27.152320332,13.617024523,-10.256410256,32.77343868,16.725979654,31.468535957,36.094673205,-1.8437210934,20.895516298,20.05419351,12.607420423,22.875814527,22.777164166,19.387748072,19.730944101,10.739413192,17.91927627
2002-11-01,8.3166673156,2.8784594602,6.274830662,-0.48691310494,4.0164749142,-11.711715158,-2.8340107228,-7.9196213591,-1.138047629,0.5208324239,-7.0412023011,-4.5714285713,-3.2068184978,-2.6422758071,-5.3191502178,-5.2193217637,8.7164228959,0.91250987807,2.720812032,-5.4669778487,28.723405415,0.80645021972,-13.247855296,14.419474886,7.2233474959,3.3539883938
2002-12-01,-6.7820400875,-0.93264285824,20.163813249,15.377967289,-2.9702920996,12.244900286,12.919103059,28.369698949,18.1181206,21.450770821,4.7296608514,4.7904191615,4.8632133492,24.008353361,8.7173237551,12.532804037,-7.9764245485,9.9999984104,4.3869532721,10.843377928,5.6818220302,-4.5819527242,-3.448279026,7.3649721675,2.9000015258,7.2325846973
2003-01-01,17.411249686,-6.0690373937,-12.77778968,-5.0354707128,-1.8367391546,-16.363635748,-5.2930106232,-13.89999905,-17.796610838,-13.267914013,-12.890629278,2.5714285714,-3.5594736832,-3.8602959374,-1.5957431631,-8.3298672722,-14.602907046,-1.8939394213,2.3922343948,-6.6086973705,12.903225336,-0.96916624889,-2.1164294557,12.804880486,-5.9280839491,-2.9020234292
