"Data","ALPA4","ABEV3","BBDC3","BBDC4","BBAS3","BRKM5","CMIG4","CPLE6","ELET3","ELET6","EMBR3","EGIE3","GGBR4","GOAU4","ITSA4","ITUB4","LIGT3","PETR3","PETR4","SBSP3","CSNA3","VIVT3","TIMS3","USIM5","VALE3","IBOV"
2001-02-01,-9.8837232976,-5.7692254788,-8.8632506059,-15.044904024,-6.3043195679,-4.970096485,-14.221849936,-4.5685295985,-4.2344519483,-8.7956039713,-2.2012543158,-4.5317220543,-11.21495986,-7.8525620774,-10.243898723,-8.2349972083,-16.015627592,4.9452538726,0.73381313196,4.9773721485,-6.0810832581,-1.2499978658,-22.857140323,-12.60504242,-3.9215686275,-10.078089633
2001-03-01,0.081358995703,0,-1.4026330035,1.6796461769,0.55324810983,-4.0015342466,-10.749185608,-4.6079158303,3.6722447996,9.5616466149,3.4788947745,12.025316455,0,-0.14492999326,-3.4481334055,-1.4112601602,-6.0465099194,-6.450529124,-10.317114031,-18.534482316,-1.3339670227,-9.2827000902,-7.4074063428,-15.37678643,1.0204081633,-9.1435403688
2001-04-01,1.3513540725,6.1224430216,6.3242471631,7.2334760262,18.982122065,-3.3333399561,-7.84671219,-6.1931787394,-9.638547187,-13.853468562,18.686862727,6.1803223245,6.2631641225,-1.3352652218,8.6206882377,5.4042011923,-25.742573892,14.368935001,13.689589393,-4.238095332,10.258046058,13.023250575,15.936890404,-0.81489748054,-2.0202020202,3.3176340214
2001-05-01,-4.0000079473,-1.9230751597,-1.1513834647,-4.6137788432,-9.2485605145,-8.8133836203,-8.9108940837,-3.0890349997,-19.680002543,-25.979678405,1.0638338887,4.0000000001,-21.495791658,-24.977934861,8.4656067636,7.9614495573,-8.0133375322,13.752119294,11.985014098,-8.2877512353,-6.9632521366,-0.45267643336,17.391308749,-23.708924287,6.7010309278,-1.796607897
2001-06-01,-6.2499922389,1.1764671508,-1.3560350782,2.2805808667,22.293004059,9.1698868133,19.130434642,8.1249974535,-2.0584331321,6.6666700755,-5.6587383132,23.351648351,12.870666382,19.607846718,0.63310630449,5.8062527363,2.9134696973,-10.223878319,-9.7157151049,0.0060236636273,14.452174148,-9.0119841468,-2.962962452,0.61538402842,2.4154589371,-0.61437640798
2001-07-01,5.9259266618,-5.0387528397,-2.6015521654,-3.618011489,-8.0208406699,-6.1007960356,-4.0145985154,2.3121347453,22.033892312,13.933825012,-1.7917115559,-6.4587973274,-2.6455350007,6.4591504028,0,-3.4791864953,-19.718312446,-1.0823606139,2.3220672938,-0.30120095271,-9.2812243285,-6.6333523153,-13.994916353,-3.8226299917,-0.37735993001,-5.5292259084
2001-08-01,-6.8053222275,-6.9248786391,-4.2189679563,-1.1763404964,2.5987460551,-15.666830232,5.2851741591,3.6723154626,1.3888917634,3.2591180354,-22.690993661,-7.3809523809,-2.826854736,-6.0509512956,-4.9556730905,-9.3912141238,1.7456122125,-1.4706696166,1.533572048,1.2084616626,-8.7179528327,6.6180100841,-16.272189777,-5.9233066612,-2.840909132,-6.6453395376
2001-09-01,-6.1068656702,-20.529799756,-4.8467063226,-7.6350955065,-17.633932446,-21.232875827,-7.1867157417,-15.531334513,-12.273974386,-8.1250032741,-43.769286901,-24.164524422,-17.575756037,-14.23728912,-7.5898325978,-3.1145796177,-29.735319709,-8.1597171403,-6.7272741146,-34.925376321,-24.101121961,-12.825199896,-15.194339138,-30.35087436,-1.559452727,-17.172897196
2001-10-01,-3.2520329635,8.3361066048,-5.0972899679,-3.2743732441,4.3360449165,10.144926534,3.8910513451,-11.801779946,9.3066876176,13.231286989,32.432433303,2.372881356,38.97058315,18.577073091,6.1452523267,0.98333367005,12.269935902,0.94517955695,1.1695951223,2.7522992219,3.6639512398,9.7905801642,-0.41666981961,-0.50377785346,4.9306963931,6.8547249648
2001-11-01,-8.4033656589,3.8434916913,11.665347408,10.575564381,18.311688751,12.628944589,14.269669027,13.13433147,-7.7142885425,-7.7801107315,-1.4285749041,-1.9867549668,16.402118488,16.666669771,12.105270587,1.216348677,30.557379975,-4.4943847514,-5.3949960875,18.303561391,25.13388635,11.111109137,21.75732189,44.303790898,2.5009523735,13.789158746
2001-12-01,-0.91742623863,5.6790127999,17.204979926,14.075981996,16.245884699,11.41826527,10.285277473,10.817938354,3.095981588,1.6286617283,30.501969755,34.797297297,-2.7272681092,-0.85714671923,2.0109697234,3.1434710581,2.5531553951,2.9215719185,4.1751590945,-0.37735365258,4.1369427303,8.1115879555,4.1237106805,14.210534153,5.0505050505,4.9957466554
