"ALPA4","ABEV3","BBDC3","BBDC4","BBAS3","BRKM5","CMIG4","CPLE6","ELET3","ELET6","EMBR3","EGIE3","GGBR4","GOAU4","ITSA4","ITUB4","LIGT3","PETR3","PETR4","SBSP3","CSNA3","VIVT3","TIMS3","USIM5","VALE3","IBOV"
-11.955977989,-10.526315789,-10.353819883,-9.9476594594,-4.4320779388,-10.077284437,3.8490007402,6.4327485381,2.3385596598,2.5152237224,-1.2382578992,-0.23968042606,-2.927385901,-2.3579293444,-3.4662045061,-6.4510913499,-5.1985559567,0.82378223487,0.14711290914,6.7533905341,-17.584624211,-1.966613309,-5.2424209001,-7.3254349137,-14.714632688,-6.5683299766
-26.837121212,11.045751633,-4.725126768,-4.3797318567,-1.3840830449,-8.2237950791,-8.1967213115,-12.113604698,-12.152687613,-12.603305785,-5.1880674449,3.8707955151,-0.73800738019,0.72463768101,-7.989228007,-2.2351970831,-26.275704494,-1.7051509769,0.073448402509,-8.737360643,-20.710059172,7.0738568193,-4.5106382979,-17.803970223,-6.0729275971,-6.7385570796
1.8675524316,-5.4738081224,0.21614911766,0.14253807203,13.26280545,-8.0976863754,2.0186335403,3.7162162162,-3.5471475021,-5.2895981088,-12.722298221,-0.97661269592,2.6986996156,-1.5662470024,-4.1668561001,-2.7623590316,24.380165289,8.9266353452,7.9999999998,-4.3181818182,-4.4776119402,10.478910369,22.994652406,2.5660377358,-2.3181119956,-1.531641667
-5.2954719878,-0.23792547463,-3.5165812146,-2.225123816,-8.8960589355,30.111552466,4.0226081486,4.8859934854,2.3904382468,2.9953198129,29.676071055,-0.12111948699,5.6589147287,6.8544600939,-2.5588187725,-6.3157494627,-2.4086378737,14.075488336,8.5953243604,19.299287411,14.843749999,-1.4428856766,-2.9726178522,12.96432794,11.451036454,2.8523545743
-21.100139994,-2.9182879377,16.242219971,18.802670693,13.206239168,-14.679854242,0.15255530125,13.378561989,5.6270577672,4.4531960011,-18.170829976,5.9619890655,2.1276595744,1.669595782,15.705205953,21.008869047,-1.1914893617,14.885993485,13.708260105,-7.018417123,3.018145854,3.0919277859,0.91254752861,5.3430079155,3.7326834274,6.9842583323
-11.519944979,1.5364061455,-9.1719804504,-10.671532277,7.8077158605,-2.9286150091,-2.5133282559,-3.4818941504,-1.4735052422,-0.20301624145,-13.343180699,-0.13364082733,-8.5488505748,-10.025929127,-1.6683022572,0.67668625088,-15.159345391,3.1187978451,5.1004636785,10.840471092,-1.7227877838,0.98631239925,2.5621703089,-7.8897933625,14.109063929,0.89031456209
1.3214146909,1.3157894737,7.2019059233,9.2921582969,1.5178732543,-7.1862560235,20.009757554,9.0909090908,9.2320966349,8.9799476898,-15,8.4524705293,21.857535337,18.797256725,8.4109371957,7.9664549639,5.0761421318,-3.1069562827,-1.6176470587,15.213716493,3.7051792828,7.2457176522,1.9128233485,-5.0305914345,7.5806242037,6.0607852402
-24.817798236,-5.7142857142,-10.14448605,-10.913192496,-4.2651296831,-5.5520161216,-3.550295858,-1.5873015873,8.5792272632,11.286906489,-5.013368984,-3.0989824237,-9.2177864331,-7.3409461663,-14.325581395,-13.080999987,-11.305586739,2.961997186,-1.0556443536,-4.7254128936,-19.054936612,1.641133699,-2.2480058014,-14.66913406,-12.876569037,-10.102623158
10.969387755,-2.2727272727,13.344894288,14.136090973,12.193148105,10.641471904,7.6206194359,6.4766519876,4.100790514,3.6861768369,-10.344827586,6.4874255791,6.4417941203,10.02176892,4.125950054,9.6747280668,-13.773796192,9.917350117,10.628075076,2.8070963395,7.1197048313,-3.8613247249,6.824925816,-3.0946065428,3.5058230278,3.2206837916
-11.999999999,-5.5673009162,-13.740488312,-15.138942212,-8.1668045351,-16.314606742,-9.5348005017,-7.3270013569,9.634551495,12.178717271,-10.204081632,-5.9225512529,-23.380185122,-21.65709598,-12.820512016,-13.28247078,-24.935064935,-8.1779915815,-7.0858283433,-7.885539537,-29.304029304,-7.8158667973,-10.593583543,-21.076642336,-11.19359703,-11.502919923
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
